Ort;Plz
Glewitz;18513
Glien;14715
Glienecke;14793
Glienick;15806
Glienicke;15864
Glienicke;16548
Glienicke;16909
Glienig;15936
Glienke;17099
Glietz;15913
Glinde;21509
Glinde;39249
Glindenberg;39326
Glindow;14542
Globig-Bleddin;6901
Glonn;85625
Glöthe;39240
Glött;89353
Glottertal;79286
Glövzin;19357
Glowe;18551
Glöwen;19339
Glöwitz;18356
Glücksburg;24960
Glücksburg;25821
Glückstadt;25348
Glüsing;25779
Gmund;83703
Gnadau;39249
Gnarrenburg;27442
Gnaschwitz;2692
Gnemern;18246
Gnetsch;6369
Gneus;7646
Gneven;19065
Gnevezow;17111
Gnevkow;17089
Gnevsdorf;19322
Gnevsdorf;19395
Gnewikow;16818
Gnewitz;18195
Gnoien;17179
Gnölbzig;6420
Gnotzheim;91728
Gnutz;24622
Göbitz;6712
Goch;47574
Gochsheim;97469
Göcklingen;76831
Göda;2633
Goddert;56244
Goddin;19205
Godendorf;17237
Gödenroth;56290
Gödenstorf;21376
Godern;19065
Gödnitz;39264
Göggenhofen;85655
Göggingen;73571
Göhl;23758
Göhlen;15898
Göhlen;19288
Gohlis;1462
Gohlis;1462
Gohlis;1619
Gohlitz;14641
Göhlsdorf;14542
Gohrau;6786
Göhrde;29473
Göhren;4603
Göhren;17348
Göhren;18586
Göhren;19089
Göhren;19294
Göhren-Döhlen;7950
Göhren-Lebbin;17213
Gohrisch;1824
Gokels;25557
Golbitz;6420
Golchen;17089
Golchen;19412
Goldbach;63773
Goldbach;99869
Goldbeck;16845
Goldbeck;16909
Goldbeck;23948
Goldbeck;39596
Goldberg;19399
Goldberg;23992
Goldebek;25862
Goldelund;25862
Goldenbow;19260
Goldenbow;19374
Goldenerhahn;23619
Goldenitz;19230
Göldenitz;18258
Göldenitz;23919
Goldenstädt;19079
Goldenstedt;49424
Goldisthal;98746
Goldkronach;95497
Goldschau;6721
Gölenkamp;49843
Gollenberg;55767
Gollensdorf;39615
Göllheim;67307
Gollhofen;97258
Gollin;17268
Göllin;18246
Göllingen;6567
Gollmitz;3205
Gollmitz;17291
Göllnitz;3238
Göllnitz;4626
Gollwitz;14778
Golm;14476
Golm;16306
Golmbach;37640
Golmsdorf;7751
Golschow;3116
Gölsdorf;14913
Golßen;15938
Goltoft;24864
Golzen;6636
Golzow;14778
Golzow;15328
Golzow;16230
Gomadingen;72532
Gomaringen;72810
Gommern;39245
Gommersheim;67377
Gömnigk;14822
Gompertshausen;98663
Gonbach;67724
Gondelsheim;75053
Gondenbrett;54595
Gondershausen;56283
Gondorf;54647
Gonna;6528
Gönnebek;24610
Gönnersdorf;53498
Gönnersdorf;54584
Gönnheim;67161
Goosefeld;24340
Göpfersdorf;4618
Goppeln;1728
Göppingen;73033
Göppingen;73035
Göppingen;73037
Gorden-Staupitz;3238
Gorenzen;6343
Gorgast;15328
Görgeshausen;56412
Görike;16866
Görisried;87657
Göritz;3226
Göritz;6869
Göritz;17291
Görkwitz;7907
Gorleben;29475
Görlitz;2826
Görlitz;2827
Görlitz;2828
Gorlosen;19294
Görlsdorf;15926
Görlsdorf;16278
Görmin;17121
Gornau;9405
Görne;14728
Gornhausen;54472
Görnitz;19294
Gornsdorf;9390
Gorow;18239
Görsbach;99765
Görschen;6618
Gorschendorf;17139
Görsdorf;15848
Görsdorf;15859
Görsdorf;15936
Gorsdorf-Hemsendorf;6917
Gorsleben;6577
Görslow;19065
Gortz;14778
Görwihl;79733
Gorxheimertal;69517
Görzig;1561
Görzig;6369
Görzig;15848
Görzke;14828
Goschen;15868
Göschitz;7907
Gosda;3149
Gosda;3205
Goseck;6667
Gosedahl;19357
Gosen;15537
Gösen;7607
Gösenroth;55624
Gosheim;78559
Goslar;38640
Goslar;38642
Goslar;38644
Gospiteroda;99880
Gossa;6773
Gossel;99338
Gösselborn;99326
Gössenheim;97780
Gossersweiler-Stein;76857
Gössitz;7389
Gößlow;19249
Goßmar;3249
Goßmar;15926
Gößnitz;4639
Gößweinstein;91327
Goßwitz;7334
Gostewitz;1594
Gostewitz;1594
Gostorf;23936
Gotha;99867
Gottberg;16845
Gottenheim;79288
Gottesgabe;19209
Gotteskoogdeich;25899
Gotteszell;94239
Gottfrieding;84177
Gottholling;94529
Gotthun;17207
Göttin;14476
Göttin;21514
Göttingen;37073
Göttingen;37075
Göttingen;37077
Göttingen;37079
Göttingen;37081
Göttingen;37083
Göttingen;37085
Gottmadingen;78244
Göttnitz;6780
Gottschdorf;1936
Gottstedt;99192
Gottstedt;99192
Götz;14778
Goyatz;15913
Graach;54470
Graal-Müritz;18181
Graal-Müritz;18181
Grabau;21493
Grabau;23845
Graben;83364
Graben;86836
Gräben;14793
Gräbendorf;15741
Grabenhäusl;83364
Graben-Neudorf;76676
Grabenstätt;83355
Grabenstetten;72582
Grabenstoffl;83626
Grabko;3172
Grabow;14778
Grabow;14823
Grabow;16909
Grabow;16945
Grabow;17209
Grabow;19300
Grabow;39291
Grabowhöfe;17194
Grabsleben;99869
Gräfelfing;82166
Grafenanger;83358
Grafenau;71120
Grafenau;94481
Grafenberg;72661
Gräfenberg;91322
Gräfendhron;54426
Gräfendorf;4916
Gräfendorf;7387
Gräfendorf;14913
Gräfendorf;97782
Grafengehaig;95356
Gräfenhain;99887
Gräfenhainichen;6773
Grafenhausen;79865
Grafenrheinfeld;97506
Grafenried;93161
Gräfenroda;99330
Gräfenthal;98743
Grafenwiesen;93479
Grafenwöhr;92655
Grafhorst;38462
Gräfinau-Angstedt;98704
Grafing;85567
Grafling;94539
Grafrath;82284
Grafschaft;53501
Grainau;82491
Grainet;94143
Graitschen b Bürgel;7616
Grambek;23883
Grambin;17375
Grambow;17322
Grambow;19071
Gramkow;23968
Grammendorf;18513
Grammentin;17153
Grammow;18195
Gramnitz;19230
Gramzow;16775
Gramzow;17291
Gramzow;19348
Grana;6712
Grande;22946
Gräningen;14715
Granitwerk Sormitztal;7343
Granschütz;6679
Gransdorf;54533
Gransebieth;18513
Gransee;16775
Granzin;19230
Granzin;19258
Granzin;19386
Granzow;16866
Grapen-Stieten;23996
Grapzow;17089
Grasberg;28879
Grasbrunn;85630
Grasellenbach;64689
Grasleben;38368
Graß;85655
Grassau;4916
Grassau;39579
Grassau;83224
Grattersdorf;94541
Gratze;16259
Grauel;24594
Grauingen;39359
Graustein;3130
Grävenwiesbach;61279
Grebbin;19374
Grebenau;36323
Grebenhain;36355
Grebenstein;34393
Grebin;24329
Grebs;14793
Grebs;14797
Grebs;19294
Greding;91171
Greese;23970
Grefrath;47929
Greifenberg;86926
Greifenhagen;6333
Greifenhain;3116
Greifenstein;35753
Greiffenberg;16278
Greifswald;17489
Greifswald;17491
Greifswald;17493
Greiling;83677
Greimerath;54314
Greimerath;54533
Greimersburg;56814
Greinach;83329
Greinach;83379
Greiz;7973
Gremersdorf;23758
Gremersdorf-Buchholz;18461
Gremsdorf;91350
Grenderich;56858
Grenz;17291
Grenzach-Wyhlen;79639
Grenzhausen;23936
Grenzheim;19348
Grenzloch;56130
Greppin;6803
Greschendorf;23936
Gresse;19258
Gressow;23968
Grethem;29690
Grettstadt;97508
Greußen;99718
Greußenheim;97259
Greven;19258
Greven;48268
Grevenbroich;41515
Grevenbroich;41516
Grevenbroich;41517
Grevenkop;25361
Grevenkrug;24241
Grevenstein;23936
Grevesmühlen;23936
Gribbohm;25596
Gribow;17506
Griebelschied;55608
Grieben;16775
Grieben;18565
Grieben;23936
Grieben;39517
Griebo;6869
Griefstedt;99638
Gries;66903
Griesen;6786
Griesheim;64347
Griesheim;64347
Griesheim;99326
Griesingen;89608
Grießbach;9435
Grießen;3172
Griesstätt;83556
Griesstätt;85655
Grillenberg;6528
Grimburg;54413
Grimma;4668
Grimme;39264
Grimmelsberg;24327
Grimmelshausen;98660
Grimmen;18507
Grinau;23847
Grischow;17089
Gröben;6682
Gröben;14974
Gröben;83119
Grobengereuth;7389
Gröbenzell;82194
Gröbern;6773
Gröbers;6184
Gröbitz;3238
Gröbitz;6667
Grobleben;39579
Gröbzig;6388
Grockstädt;6268
Gröde;25869
Gröden;4932
Grödersby;24376
Gröditsch;15910
Gröditz;1609
Groitzsch;4539
Grollenhof;74196
Grolsheim;55459
Grömbach;72294
Grömitz;23743
Gröna;6408
Gronau;31028
Gronau;48599
Grönheim;49696
Gröningen;39397
Grönwohld;22956
Groptitz;1594
Groß Ammensleben;39326
Groß Behnitz;14641
Groß Belitz;18246
Groß Bengerstorf;19258
Groß Berßen;49777
Groß Beuchow;3222
Groß Boden;23847
Groß Bölkow;18239
Groß Börnecke;39435
Groß Breese;19322
Groß Briesen;14806
Groß Brütz;19071
Groß Buchholz;19348
Groß Buchwald;24582
Groß Bünsdorf;23923
Groß Chüden;29416
Groß Daberkow;17348
Groß Disnack;23911
Groß Döbbern;3058
Groß Dölln;17268
Groß Dratow;17192
Groß Düben;2959
Groß Eichholz;15859
Groß Eichsen;19205
Groß Ernsthof;17440
Groß Flotow;17219
Groß Fredenwalde;17268
Groß Gaglow;3058
Groß Garz;39615
Groß Germersleben;39398
Groß Gievitz;17192
Groß Glienicke;14476
Groß Godems;19372
Groß Görnow;19406
Groß Gottschow;19348
Groß Grönau;23627
Groß Haßlow;16909
Groß Hauskreuz;26441
Groß Hundorf;19217
Groß Ippener;27243
Groß Jehser;3205
Groß Kelle;17207
Groß Kienitz;15831
Groß Kiesow;17495
Groß Kölpin;17268
Groß Kölzig;3159
Groß Kordshagen;18442
Groß Köris;15746
Groß Krams;19230
Groß Krankow;23966
Groß Kreutz;14550
Groß Kühren;19273
Groß Kummerfeld;24626
Groß Laasch;19288
Groß Labenz;19417
Groß Langerwisch;16928
Groß Leine;15913
Groß Leppin;19339
Groß Leuthen;15913
Groß Linde;19348
Groß Lindow;15295
Groß Lübbenau;3226
Groß Lüben;19336
Groß Luckow;17337
Groß Luja;3130
Groß Lüsewitz;18190
Groß Machnow;15806
Groß Marzehns;14823
Groß Meckelsen;27419
Groß Miltzow;17349
Groß Mohrdorf;18445
Groß Molzahn;19217
Groß Muckrow;15868
Groß Naundorf;6925
Groß Nemerow;17094
Groß Neuendorf;15324
Groß Neuleben;23923
Groß Nieköhr;17179
Groß Niendorf;19374
Groß Niendorf;23816
Groß Nienhagen;18239
Groß Nordende;25436
Groß Oesingen;29393
Groß Offenseth-Aspern;25355
Groß Oßnig;3058
Groß Pampau;21493
Groß Pankow;16928
Groß Pinnow;16306
Groß Plasten;17192
Groß Polzin;17390
Groß Pravtshagen;23936
Groß Quenstedt;38822
Groß Raden;19406
Groß Rheide;24872
Groß Ridsenow;18299
Groß Rietz;15848
Groß Rode;38154
Groß Rodensleben;39167
Groß Roge;17166
Groß Rönnau;23795
Groß Rosenburg;39240
Groß Rünz;19217
Groß Salitz;19205
Groß Santersleben;39343
Groß Sarau;23627
Groß Schacksdorf;3149
Groß Schauen;15859
Groß Schenkenberg;23860
Groß Schierstedt;6449
Groß Schönebeck;16348
Groß Schoritz;18574
Groß Schulzendorf;15806
Groß Schwansee;23942
Groß Schwechten;39579
Groß Schwiesow;18276
Groß Siemen;18236
Groß Siemz;23923
Groß Spiegelberg;17337
Groß Stieten;23972
Groß Teetzleben;17091
Groß Tessin;23992
Groß Thurow;19205
Groß Timkenberg;19273
Groß Twülpstedt;38464
Groß Vielen;17217
Groß Vollstedt;24802
Groß Walmstorf;23948
Groß Warnow;19357
Groß Wasserburg;15910
Groß Welle;16866
Groß Welzin;19209
Groß Werzin;19336
Groß Wieblitz;29413
Groß Wittensee;24361
Groß Woltersdorf;16928
Groß Wüstenfelde;17168
Groß Ziescht;15837
Großaitingen;86845
Großalmerode;37247
Großalsleben;39387
Großbadegast;6369
Großbardau;4668
Großbardorf;97633
Großbarkau;24245
Großbartloff;37359
Großbeeren;14979
Großberndten;99713
Großbettlingen;72663
Großbeuthen;14974
Groß-Bieberau;64401
Großbockedra;7646
Großbodungen;37345
Großbothen;4668
Großbottwar;71723
Großbreitenbach;98701
Großbrembach;99610
Großbrüchter;99713
Großbundenbach;66501
Großburschla;99830
Großderschau;16845
Großdittmannsdorf;1471
Großdubrau;2694
Großebersdorf;7589
Großefehn;26629
Großeibstadt;97633
Grosselfingen;72415
Großenaspe;24623
Großenbrode;23775
Großenehrich;99718
Großengottern;99991
Großenhain;1558
Großenhof;23948
Großenkneten;26197
Großen-Luckow;17166
Großenlüder;36137
Großenlupnitz;99819
Großenrade;25712
Großensee;22946
Großensee;99837
Großenseebach;91091
Großenstein;7580
Großenwiehe;24969
Großenwörden;21712
Großerkmannsdorf;1454
Großerlach;71577
Großeutersdorf;7768
Großfahner;99100
Großfischlingen;67483
Großfriesen;8541
Großfriesen;8541
Groß-Gerau;64521
Großgeschwenda;7338
Großgörschen;6686
Großgrimma;6679
Großhabersdorf;90613
Großhansdorf;22927
Großharrie;24625
Großharthau;1909
Großharthau-Bühlau;1909
Großharthau-Schmiedefeld;1909
Großharthau-Seeligstadt;1909
Großhartmannsdorf;9618
Großheide;26532
Großheirath;96269
Großhelfendorf;85655
Großhennersdorf;2747
Großheringen;99518
Großhesselohe;82049
Großheubach;63920
Großholbach;56412
Großhub;83739
Großkampenberg;54619
Großkarlbach;67229
Großkarolinenfeld;83109
Großkayna;6242
Groß-Klessow;3222
Großkmehlen;1990
Großkochberg;7407
Großkönigsförde;24214
Großkönigsförderwohld;24214
Großkorbetha;6688
Großkorga;6926
Großkoschen;1968
Großkrausnik;3249
Großkrotzenburg;63538
Großkugel;6184
Großkundorf;7980
Großlangenfeld;54608
Großlangheim;97320
Großlehna;4420
Großleinungen;6528
Großliebringen;99326
Großlittgen;54534
Großlöbichau;7751
Großlohra;99759
Großmaischeid;56276
Großmannshof;73345
Großmehlra;99996
Großmehring;85098
Groß-Mehßow;3205
Großmölsen;99198
Großmonra;99625
Großmühlingen;39221
Großmutz;16775
Großnaundorf;1936
Großneuhausen;99625
Großneundorf;98743
Großniedesheim;67259
Größnitz;6632
Großobringen;99439
Großolbersdorf;9432
Großörner;6348
Großostheim;63762
Großpaschleben;6369
Großpösna;4463
Großpostwitz;2692
Großpürschütz;7751
Großräschen;1983
Großrehmühle;95356
Großrheider Ausbau;24848
Großrheiderfeld;24848
Großrinderfeld;97950
Großröda;4617
Groß-Rohrheim;68649
Großröhrsdorf;1900
Großromstedt;99510
Großrosseln;66352
Großrössen;4895
Großrückerswalde;9518
Großrudestedt;99195
Großschirma;9603
Großschönau;2779
Großschönau;83739
Großschwabhausen;99441
Großschweidnitz;2708
Großseifen;56472
Großsolt;24991
Großsteinhausen;66484
Großthiemig;4932
Großtreben-Zwethau;4886
Groß-Umstadt;64823
Großvargula;99958
Großwallstadt;63868
Großwechsungen;99735
Großweil;82439
Großweitzschen;4720
Großwelsbach;99947
Großwiesenhof;92348
Großwig;4860
Groß-Wokern;17166
Großwoltersdorf;16775
Großwudicke;14715
Großzerlang;16831
Großziethen;15831
Groß-Ziethen;16247
Groß-Ziethen;16766
Groß-Zimmern;64846
Großzöberitz;6780
Gröst;6632
Grotenknöll;24819
Grothusenkoog;25836
Grötsch;3185
Grove;21493
Grovehörn;26802
Groven;25774
Grub;83313
Grub;83364
Grub;83552
Grub;83739
Grub;96271
Grub;98530
Grube;19336
Grube;23749
Grube Alfred;39240
Grübelsberg;53547
Gruberhagen;23747
Grubersmühle;7343
Grubnitz;4828
Grubo;14823
Gruel;18320
Gruibingen;73344
Grumbach;1723
Grumbach;9477
Grumbach;67745
Grumbach;98574
Grümpen;96528
Gruna;1683
Grüna;9224
Grüna;9224
Grüna;14913
Grünau;7338
Grünaue;14712
Grünbach;8223
Grünbach-Muldenberg;8223
Grunbachsägmühle;73489
Grünberg;17326
Grünberg;35305
Grund;83739
Gründau;63584
Grundbach;83739
Grundhof;24977
Grundhof;71272
Grundmühle;35630
Grundshagen;23948
Grundsheim;89613
Grüne Mühle;56332
Grünebach;57520
Grüneberg;16775
Grünefeld;14641
Grüneiche;14778
Grünenbach;88167
Grünendeich;21720
Grünenplan;31073
Grünental;25767
Grunewald;17268
Grünewald;1945
Grünewalde;1979
Grünhain;8358
Grünhainichen;9579
Grünheide;15537
Grünhof;19230
Grünhof;34576
Grüningen;14778
Grünkraut;88287
Grunow;15299
Grunow;15377
Grünow;16278
Grünow;17237
Grünow;17291
Grünsfeld;97947
Grünstadt;67269
Grünwald;82031
Grünz;17328
Grüssow;17213
Gschwend;74417
Gschwend;83364
Gstadt;83257
Guben;3172
Gubkow;18190
Gübs;39175
Güby;24357
Guckheim;56459
Gückingen;65558
Gudendorf;25693
Gudensberg;34281
Guderhandviertel;21720
Gudersleben;99755
Gudow;19249
Gudow;23899
Guggenhausen;88379
Güglingen;74363
Guhlen;15913
Gühlen Glienicke;16818
Guhlsdorf;19348
Guhrow;3096
Guldental;55452
Gülitz;19348
Güllesheim;56593
Gulow;19348
Gülpe;14715
Gülstorf;19273
Gültz;17089
Gülze;19273
Gülzow;17153
Gülzow;18276
Gülzow;21483
Gumbsheim;55597
Gummersbach;51643
Gummersbach;51645
Gummersbach;51647
Gumpener Kreuz;64385
Gumpenweiler;74594
Gumperda;7768
Gumtow;16866
Gundelfingen;79194
Gundelfingen;89423
Gundelsheim;74831
Gundelsheim;96163
Gunderath;56767
Gundersheim;67598
Gundersleben;99713
Gundersweiler;67724
Gundheim;67599
Gundremmingen;89355
Gunkelrode;36179
Gunningen;78594
Günserode;6567
Gunsleben;39393
Günstedt;99631
Günterberg;16278
Güntersberge;6507
Guntersblum;67583
Güntersleben;97261
Günthersdorf;6254
Günthersleben;99869
Günzach;87634
Günzburg;89312
Gunzenhausen;91710
Günzerode;99735
Güritz Försterei;19294
Gusborn;29476
Güsen;39317
Gusenburg;54413
Gusow;15306
Güssefeld;39624
Gussow;15754
Gustävel;19412
Güstebieser Loose;16259
Güsten;39439
Güster;21514
Gusterath;54317
Gustow;18574
Güstow;17291
Güstrow;18273
Gut Werder;6217
Gutach;77793
Gutach;79261
Gute Mühle;56346
Guteborn;1945
Gutenacker;56370
Gütenbach;78148
Gutenbacherhof;67822
Gutenberg;6193
Gutenberg;55595
Gutendorf;99438
Guteneck;92543
Gutengermendorf;16775
Gutenpaaren;14669
Gutenstetten;91468
Gutenswegen;39326
Gutenzell-Hürbel;88484
Güterfelde;14532
Güterglück;39264
Gütersloh;33330
Gütersloh;33332
Gütersloh;33334
Gütersloh;33335
Gutglück;18356
Guthmannshausen;99628
Gutow;18276
Gutsbezirk Münsingen;72525
Gutshof Lechfeld;86836
Guttau;2694
Guttenberg;95358
Gutweiler;54317
Gützkow;17506
Guxhagen;34302
Gyhum;27404
Haag;83527
Haag;85410
Haag;95473
Haage;14662
Haagwiesen;73107
Haale;24819
Haan;42781
Haar;19273
Haar;85540
Haar;85540
Haarbach;94542
Haarberg;99102
Haarberg;99102
Haaren;19336
Haasow;3058
Habach;82392
Habaching;82392
Habel;25869
Haberhof;74632
Habichtswald;34317
Habighorst;29359
Habscheid;54597
Haby;24361
Hachelbich;99706
Hachenburg;57627
Hachtsee;82392
Hackenheim;55546
Hackermoos;85764
Hackpfüffel;6528
Hadamar;65589
Hädchenshof;23996
Hademstorf;29693
Hadenfeld;25560
Hadmersleben;39398
Hafenlohr;97840
Haferungen;99735
Haftelhof;76889
Hage;26524
Hagebök;23974
Häg-Ehrsberg;79685
Hagelberg;14806
Hagelstadt;93095
Hagen;24576
Hagen;27628
Hagen;49170
Hagen;58089
Hagen;58091
Hagen;58093
Hagen;58095
Hagen;58097
Hagen;58099
Hagen;58119
Hagen;58135
Hägen;25779
Hagenbach;76767
Hagenberg;83565
Hagenbüchach;91469
Hagenburg;31558
Hagenow;19230
Hagenow Heide;19230
Hagermarsch;26524
Hagnau;88709
Hahausen;38729
Hahn;56244
Hahn;56472
Hahn;56850
Hahnbach;92256
Hähnen;53562
Hahnenbach;55606
Hahnenhorst;19395
Hahnenkrug;24884
Hahnenmühle;74579
Hahn-Flughafen;55483
Hahnheim;55278
Hähnichen;2923
Hahnstätten;65623
Hahnweiler;55776
Haibach;63808
Haibach;94353
Haida;4910
Haidemühl;3130
Haiden;83555
Haidmühle;94145
Haiger;35708
Haigerloch;72401
Haimhausen;85778
Haiming;84533
Hain;7957
Haina;35114
Haina;98631
Haina;99869
Hainau;56357
Hainburg;63512
Hainewalde;2779
Hainfeld;76835
Hainhof;66916
Hainichen;7778
Hainichen;9661
Hainrode;6528
Hainrode;99735
Hainsfarth;86744
Hainspitz;7607
Haiterbach;72221
Hakeborn;39448
Hakenberg;16833
Hakendorf;19246
Hakenhof;25840
Hakenstedt;39343
Halbe;15757
Halbemond;26524
Halbendorf;2953
Halberstadt;38820
Halbertshof;89165
Halblech;87642
Halbs;56457
Haldenhof;73655
Haldensleben;39340
Haldenwang;87490
Haldenwang;89356
Halen;49685
Halenbeck;16945
Halfing;83128
Hallabruck;83359
Hallbergmoos;85399
Halle;6108
Halle;6110
Halle;6112
Halle;6114
Halle;6116
Halle;6118
Halle;6120
Halle;6122
Halle;6124
Halle;6126
Halle;6128
Halle;6130
Halle;6132
Halle;33790
Halle;37620
Halle;49843
Hallenberg;59969
Hallerndorf;91352
Hallgarten;67826
Hallschlag;54611
Hallstadt;96103
Hallungen;99826
Halmannsöd;83552
Hals;71577
Halsbach;84553
Halsbrücke;9633
Halsdorf;54646
Halsenbach;56283
Halstenbek;25469
Haltern am See;45721
Halver;58553
Halvesbostel;21646
Hambach;65582
Hamberge;23619
Hamberge;23936
Hambergen;27729
Hambrücken;76707
Hambuch;56761
Hambühren;29313
Hamburg;20095
Hamburg;20097
Hamburg;20099
Hamburg;20144
Hamburg;20146
Hamburg;20148
Hamburg;20149
Hamburg;20249
Hamburg;20251
Hamburg;20253
Hamburg;20255
Hamburg;20257
Hamburg;20259
Hamburg;20354
Hamburg;20355
Hamburg;20357
Hamburg;20359
Hamburg;20457
Hamburg;20459
Hamburg;20535
Hamburg;20537
Hamburg;20539
Hamburg;21029
Hamburg;21031
Hamburg;21033
Hamburg;21035
Hamburg;21037
Hamburg;21039
Hamburg;21073
Hamburg;21075
Hamburg;21077
Hamburg;21079
Hamburg;21107
Hamburg;21109
Hamburg;21129
Hamburg;21147
Hamburg;21149
Hamburg;22041
Hamburg;22043
Hamburg;22045
Hamburg;22047
Hamburg;22049
Hamburg;22081
Hamburg;22083
Hamburg;22085
Hamburg;22087
Hamburg;22089
Hamburg;22111
Hamburg;22113
Hamburg;22115
Hamburg;22117
Hamburg;22119
Hamburg;22143
Hamburg;22145
Hamburg;22147
Hamburg;22149
Hamburg;22159
Hamburg;22175
Hamburg;22177
Hamburg;22179
Hamburg;22297
Hamburg;22299
Hamburg;22301
Hamburg;22303
Hamburg;22305
Hamburg;22307
Hamburg;22309
Hamburg;22335
Hamburg;22337
Hamburg;22339
Hamburg;22359
Hamburg;22391
Hamburg;22393
Hamburg;22395
Hamburg;22397
Hamburg;22399
Hamburg;22415
Hamburg;22417
Hamburg;22419
Hamburg;22453
Hamburg;22455
Hamburg;22457
Hamburg;22459
Hamburg;22523
Hamburg;22525
Hamburg;22527
Hamburg;22529
Hamburg;22547
Hamburg;22549
Hamburg;22559
Hamburg;22587
Hamburg;22589
Hamburg;22605
Hamburg;22607
Hamburg;22609
Hamburg;22761
Hamburg;22763
Hamburg;22765
Hamburg;22767
Hamburg;22769
Hamburg-Insel Neuwerk;27499
Hamburg-Insel Neuwerk;27499
Hamdorf;24805
Hämelhausen;27324
Hameln;31785
Hameln;31787
Hameln;31789
Hamersen;27419
Hamersleben;39393
Hämerten;39590
Hamfelde, Kr Hzgt Lauenburg;22929
Hamfelde, Kr Stormarn;22929
Hamm;54636
Hamm;57577
Hamm;59063
Hamm;59065
Hamm;59067
Hamm;59069
Hamm;59071
Hamm;59073
Hamm;59075
Hamm;59077
Hamm;67580
Hamma;99765
Hammah;21714
Hammelburg;97762
Hammelspring;17268
Hammer;16559
Hammer;17358
Hammer;78580
Hammerbirkenfeld;55758
Hammerbrücke;8269
Hammermühle;56242
Hammermühle;56459
Hammersbach;63546
Hammersfeld;99326
Hammerstedt;99441
Hammerstein;56598
Hamminkeln;46499
Hammoor;22941
Hamwarde;21502
Hamweddel;24816
Hanau;63450
Hanau;63452
Hanau;63454
Hanau;63456
Hanau;63457
Hanchesmühle;63699
Handeloh;21256
Handewitt;24983
Handorf;21447
Handrup;49838
Hanerau-Hademarschen;25557
Hanffabrik;14641
Hangelsberg;15518
Hangen-Weisheim;55234
Hanhofen;67374
Hänichen;1728
Hankensbüttel;29386
Hann. Münden;34346
Hannover;30159
Hannover;30161
Hannover;30163
Hannover;30165
Hannover;30167
Hannover;30169
Hannover;30171
Hannover;30173
Hannover;30175
Hannover;30177
Hannover;30179
Hannover;30419
Hannover;30449
Hannover;30451
Hannover;30453
Hannover;30455
Hannover;30457
Hannover;30459
Hannover;30519
Hannover;30521
Hannover;30539
Hannover;30559
Hannover;30625
Hannover;30627
Hannover;30629
Hannover;30655
Hannover;30657
Hannover;30659
Hannover;30669
Hanroth;56316
Hanshagen;17509
Hanshagen;23936
Hanstedt;21271
Hanstedt;29582
Hanstorf;18239
Hanstorf;23936
Hanum;38489
Happurg;91230
Harbach;57572
Harbarnsen;31097
Harbke;39365
Harburg;86655
Hardebek;24616
Hardegsen;37181
Hardert;56579
Hardheim;74736
Hardisleben;99628
Hardt;56472
Hardt;78739
Hardt;93152
Hardthausen;74239
Hardthof;71706
Hardtmühle;36304
Haren;49733
Harfenmühle;55758
Hargarten;54649
Hargesheim;55595
Harkensee;23942
Harkerode;6543
Harmsdorf;23738
Harmsdorf;23911
Harmshagen;23936
Harmstorf;21228
Harnekop;16269
Harpstedt;27243
Harra;7366
Harras;98673
Harrasmühle;7806
Harraß;83739
Harres;85304
Harrislee;24955
Harschbach;56307
Harschbacherfeld;56459
Harscheid;53520
Harsdorf;95499
Harsefeld;21698
Harsewinkel;33428
Harsleben;38829
